Id,PostCode,PostTown,DependentLocality,DoubleDependentLocality,ThoroughfareDescriptor,DependentThoroughfareDescriptor,BuildingNumber,BuildingName,SubBuildingName,POBox,DepartmentName,OrganisationName,UDPRN,PostcodeType,SUOrganisationIndicator,DeliveryPointSuffix,AddressKey,OrganisationKey,NumberOfHouseholds,LocalityKey
1489,PL1 2BT,PLYMOUTH,,,Notte Street,,175,,Flat 3,,,,55624973,S, ,1D,40238529,0,1,7775
1490,PL1 2BT,PLYMOUTH,,,Notte Street,,175,,Flat 4,,,,55624974,S, ,1E,40238530,0,1,7775
1491,PL1 2BT,PLYMOUTH,,,Notte Street,,175,,Flat 5,,,,55624975,S, ,1F,40238531,0,1,7775
1492,PL1 2BT,PLYMOUTH,,,Notte Street,,175,,Flat 6,,,,55624976,S, ,1G,40238532,0,1,7775
1493,PL1 2BT,PLYMOUTH,,,Notte Street,,175,,Flat 7,,,,55624977,S, ,1H,40238533,0,1,7775
1494,PL1 2BT,PLYMOUTH,,,Notte Street,,175,,Flat 8,,,,55624978,S, ,1J,40238534,0,1,7775
1495,PL1 2BT,PLYMOUTH,,,Notte Street,,175,,Flat 9,,,,55624979,S, ,1L,40238535,0,1,7775
1496,PL1 2BT,PLYMOUTH,,,Notte Street,,175,,Flat 10,,,,55624980,S, ,1N,40238536,0,1,7775
1497,PL1 2BT,PLYMOUTH,,,Notte Street,,175,,Flat 11,,,,55624981,S, ,1P,40238537,0,1,7775
1498,PL1 2BT,PLYMOUTH,,,Notte Street,,175,,Flat 12,,,,55624982,S, ,1Q,40238538,0,1,7775
1499,PL1 2BT,PLYMOUTH,,,Notte Street,,175,,Flat 14,,,,55624984,S, ,1S,40238540,0,1,7775
1500,PL1 2BT,PLYMOUTH,,,Notte Street,,175,,Flat 15,,,,55624985,S, ,1T,40238541,0,1,7775
1501,PL1 2BT,PLYMOUTH,,,Notte Street,,175,,Flat 16,,,,55624986,S, ,1U,40238542,0,1,7775
1502,PL1 2BT,PLYMOUTH,,,Notte Street,,175,,Flat 17,,,,55624987,S, ,1W,40238543,0,1,7775
1503,PL1 2BT,PLYMOUTH,,,Notte Street,,175,,Flat 18,,,,55624988,S, ,1X,40238544,0,1,7775
1504,PL1 2BT,PLYMOUTH,,,Notte Street,,175,,Flat 19,,,,55624989,S, ,1Y,40238545,0,1,7775
1505,PL1 2BT,PLYMOUTH,,,Notte Street,,175,,Flat 20,,,,55624990,S, ,1Z,40238546,0,1,7775
1506,PL1 2BT,PLYMOUTH,,,Notte Street,,175,,Flat 21,,,,55624991,S, ,2A,40238547,0,1,7775
1507,PL1 2BT,PLYMOUTH,,,Notte Street,,175,,Flat 22,,,,55624992,S, ,2B,40238548,0,1,7775
1508,PL1 2BT,PLYMOUTH,,,Notte Street,,175,,Flat 23,,,,55624993,S, ,2D,40238549,0,1,7775
1509,PL1 2BT,PLYMOUTH,,,Notte Street,,175,,Flat 24,,,,55624994,S, ,2E,40238550,0,1,7775
1510,PL1 2BT,PLYMOUTH,,,Notte Street,,175,,Flat 25,,,,55624995,S, ,2F,40238551,0,1,7775
1511,PL1 2BT,PLYMOUTH,,,Notte Street,,175,,Flat 26,,,,55624996,S, ,2G,40238552,0,1,7775
1512,PL1 2BT,PLYMOUTH,,,Notte Street,,175,,Flat 27,,,,55624997,S, ,2H,40238553,0,1,7775
1513,PL1 2BT,PLYMOUTH,,,Notte Street,,175,,Flat 28,,,,55624998,S, ,2J,40238554,0,1,7775
1514,PL1 2BT,PLYMOUTH,,,Notte Street,,175,,Flat 29,,,,55624999,S, ,2L,40238555,0,1,7775
1515,PL1 2BT,PLYMOUTH,,,Notte Street,,175,,Flat 30,,,,55625000,S, ,2N,40238556,0,1,7775
1516,PL1 2BT,PLYMOUTH,,,Notte Street,,175,,Flat 31,,,,55625001,S, ,2P,40238557,0,1,7775
1517,PL1 2BT,PLYMOUTH,,,Notte Street,,175,,Flat 32,,,,55625002,S, ,2Q,40238558,0,1,7775
1518,PL1 2BT,PLYMOUTH,,,Notte Street,,175,,Flat 33,,,,55625003,S, ,2R,40238559,0,1,7775
1519,PL1 2BT,PLYMOUTH,,,Notte Street,,175,,Flat 34,,,,55625004,S, ,2S,40238560,0,1,7775
1520,PL1 2BT,PLYMOUTH,,,Notte Street,,175,,Flat 35,,,,55625005,S, ,2T,40238561,0,1,7775
1521,PL1 2BT,PLYMOUTH,,,Notte Street,,175,,Flat 36,,,,55625006,S, ,2U,40238562,0,1,7775
1522,PL1 2BT,PLYMOUTH,,,Notte Street,,175,,Flat 37,,,,55625007,S, ,2W,40238563,0,1,7775
1523,PL1 2BT,PLYMOUTH,,,Notte Street,,175,,Flat 38,,,,55625008,S, ,2X,40238564,0,1,7775
1524,PL1 2BT,PLYMOUTH,,,Notte Street,,175,,Flat 39,,,,55625009,S, ,2Y,40238565,0,1,7775
1525,PL1 2BT,PLYMOUTH,,,Notte Street,,175,,Flat 40,,,,55625010,S, ,2Z,40238566,0,1,7775
1526,PL1 2BT,PLYMOUTH,,,Notte Street,,175,,Flat 41,,,,55625011,S, ,3A,40238567,0,1,7775
1527,PL1 2BT,PLYMOUTH,,,Notte Street,,175,,Flat 42,,,,55625012,S, ,3B,40238568,0,1,7775
1528,PL1 2BT,PLYMOUTH,,,Notte Street,,175,,Flat 43,,,,55625013,S, ,3D,40238569,0,1,7775
1529,PL1 2BT,PLYMOUTH,,,Notte Street,,175,,Flat 44,,,,55625014,S, ,3E,40238570,0,1,7775
1530,PL1 2BT,PLYMOUTH,,,Notte Street,,175,,Flat 45,,,,55625015,S, ,3F,40238571,0,1,7775
1531,PL1 2BT,PLYMOUTH,,,Notte Street,,175,,Flat 46,,,,55625016,S, ,3G,40238572,0,1,7775
1532,PL1 2BT,PLYMOUTH,,,Notte Street,,175,,Flat 47,,,,55625017,S, ,3H,40238573,0,1,7775
1533,PL1 2BT,PLYMOUTH,,,Notte Street,,175,,Flat 48,,,,55625018,S, ,3J,40238574,0,1,7775
1534,PL1 2BT,PLYMOUTH,,,Notte Street,,175,,Flat 49,,,,55625019,S, ,3L,40238575,0,1,7775
1535,PL1 2BT,PLYMOUTH,,,Notte Street,,175,,Flat 50,,,,55625020,S, ,3N,40238576,0,1,7775
1536,PL1 2BT,PLYMOUTH,,,Notte Street,,175,,Flat 51,,,,55625021,S, ,3P,40238577,0,1,7775
1537,PL1 2BT,PLYMOUTH,,,Notte Street,,175,,Flat 52,,,,55625022,S, ,3Q,40238578,0,1,7775
1538,PL1 2BT,PLYMOUTH,,,Notte Street,,175,,Flat 53,,,,55625023,S, ,3R,40238579,0,1,7775
1539,PL1 2BT,PLYMOUTH,,,Notte Street,,175,,Flat 54,,,,55625024,S, ,3S,40238580,0,1,7775
1540,PL1 2BT,PLYMOUTH,,,Notte Street,,175,,Flat 55,,,,55625025,S, ,3T,40238581,0,1,7775
1541,PL1 2BT,PLYMOUTH,,,Notte Street,,175,,Flat 56,,,,55625026,S, ,3U,40238582,0,1,7775
1542,PL1 2BT,PLYMOUTH,,,Notte Street,,175,,Flat 57,,,,55625027,S, ,3W,40238583,0,1,7775
1543,PL1 2BT,PLYMOUTH,,,Notte Street,,175,,Flat 58,,,,55625028,S, ,3X,40238584,0,1,7775
1544,PL1 2BT,PLYMOUTH,,,Notte Street,,175,,Flat 59,,,,55625029,S, ,3Y,40238585,0,1,7775
1545,PL1 2BT,PLYMOUTH,,,Notte Street,,175,,Flat 60,,,,55625030,S, ,3Z,40238586,0,1,7775
1546,PL1 2BT,PLYMOUTH,,,Notte Street,,175,,Flat 61,,,,55625031,S, ,4A,40238587,0,1,7775
1547,PL1 2BT,PLYMOUTH,,,Notte Street,,175,,Flat 62,,,,55625032,S, ,4B,40238588,0,1,7775
1548,PL1 2BT,PLYMOUTH,,,Notte Street,,175,,Flat 63,,,,55625033,S, ,4D,40238589,0,1,7775
1549,PL1 2BT,PLYMOUTH,,,Notte Street,,175,,Flat 64,,,,55625034,S, ,4E,40238590,0,1,7775
1550,PL1 2BT,PLYMOUTH,,,Notte Street,,175,,Flat 65,,,,55625035,S, ,4F,40238591,0,1,7775
1551,PL1 2BT,PLYMOUTH,,,Notte Street,,175,,Flat 66,,,,55625036,S, ,4G,40238592,0,1,7775
1552,PL1 2BT,PLYMOUTH,,,Notte Street,,175,,Flat 67,,,,55625037,S, ,4H,40238593,0,1,7775
1553,PL1 2BT,PLYMOUTH,,,Notte Street,,175,,Flat 68,,,,55625038,S, ,4J,40238594,0,1,7775
1554,PL1 2BT,PLYMOUTH,,,Notte Street,,175,,Flat 69,,,,55625039,S, ,4L,40238595,0,1,7775
1555,PL1 2BT,PLYMOUTH,,,Notte Street,,175,,Flat 70,,,,55625040,S, ,4N,40238596,0,1,7775
1556,PL1 2BT,PLYMOUTH,,,Notte Street,,175,,Flat 71,,,,55625041,S, ,4P,40238597,0,1,7775
1557,PL1 2BT,PLYMOUTH,,,Notte Street,,175,,Flat 72,,,,55625042,S, ,4Q,40238598,0,1,7775
1558,PL1 2BT,PLYMOUTH,,,Notte Street,,175,,Flat 73,,,,55625043,S, ,4R,40238599,0,1,7775
1559,PL1 2BT,PLYMOUTH,,,Notte Street,,175,,Flat 74,,,,55625044,S, ,4S,40238600,0,1,7775
1560,PL1 2BT,PLYMOUTH,,,Notte Street,,175,,Flat 75,,,,55625045,S, ,4T,40238601,0,1,7775
1561,PL1 2BT,PLYMOUTH,,,Notte Street,,175,,Flat 76,,,,55625046,S, ,4U,40238602,0,1,7775
1562,PL1 2BT,PLYMOUTH,,,Notte Street,,175,,Flat 77,,,,55625047,S, ,4W,40238603,0,1,7775
1563,PL1 2BU,PLYMOUTH,,,Notte Street,, ,,,,,The Walrus,18913307,S,Y,2L,39264297,3911093,1,7775
1564,PL1 2BW,PLYMOUTH,,,Parade Ope,,2,,,,,,56264255,S, ,1A,40952123,0,1,7775
1565,PL1 2DA,PLYMOUTH,,,Buckwell Street,,12,,,,,,18912348,S, ,1A,11751852,0,1,7775
1566,PL1 2DA,PLYMOUTH,,,Buckwell Street,,18,,,,,,18912349,S, ,1E,11751855,0,2,7775
1567,PL1 2DA,PLYMOUTH,,,Buckwell Street,,25,,,,,,18912350,S, ,1F,11751856,0,1,7775
1568,PL1 2DA,PLYMOUTH,,,Buckwell Street,,27,,,,,,18912351,S, ,1G,11751857,0,1,7775
1569,PL1 2DA,PLYMOUTH,,,Buckwell Street,,29,,,,,,18912352,S, ,1H,11751858,0,1,7775
1570,PL1 2DA,PLYMOUTH,,,Buckwell Street,,31,,,,,,18912353,S, ,1J,11751859,0,1,7775
1571,PL1 2DA,PLYMOUTH,,,Buckwell Street,,33,,,,,,18912354,S, ,1L,11751860,0,1,7775
1572,PL1 2DA,PLYMOUTH,,,Buckwell Street,,35,,,,,,18912355,S, ,1N,11751861,0,1,7775
1573,PL1 2DA,PLYMOUTH,,,Buckwell Street,,37,,,,,,18912356,S, ,1P,11751862,0,1,7775
1574,PL1 2DA,PLYMOUTH,,,Buckwell Street,,39,,,,,,18912357,S, ,1Q,11751863,0,1,7775
1575,PL1 2DA,PLYMOUTH,,,Buckwell Street,,41,,,,,,18912358,S, ,1R,11751864,0,1,7775
1576,PL1 2DA,PLYMOUTH,,,Buckwell Street,,43,,,,,,18912359,S, ,1S,11751865,0,1,7775
1577,PL1 2DA,PLYMOUTH,,,Buckwell Street,,47,,,,,,18912361,S, ,1U,11751867,0,1,7775
1578,PL1 2DA,PLYMOUTH,,,Buckwell Street,,49,,,,,,18912362,S, ,1W,11751868,0,1,7775
1579,PL1 2DA,PLYMOUTH,,,Buckwell Street,,51,,,,,,18912363,S, ,1X,11751869,0,1,7775
1580,PL1 2DA,PLYMOUTH,,,Buckwell Street,,53,,,,,,18912364,S, ,1Y,11751870,0,1,7775
1581,PL1 2DA,PLYMOUTH,,,Buckwell Street,,55,,,,,,18912365,S, ,1Z,11751871,0,1,7775
1582,PL1 2DA,PLYMOUTH,,,Buckwell Street,,57,,,,,,18912366,S, ,2A,11751872,0,1,7775
1583,PL1 2DA,PLYMOUTH,,,Buckwell Street,,59,,,,,,18912367,S, ,2B,11751873,0,1,7775
1584,PL1 2DA,PLYMOUTH,,,Buckwell Street,,18,,Flat,,,,18912346,S, ,2L,26291283,0,1,7775
1585,PL1 2DA,PLYMOUTH,,,Buckwell Street,, ,Ernest English House,,,,Improving Lives Plymouth,18912344,S,Y,2E,32933037,2801523,1,7775
1586,PL1 2DA,PLYMOUTH,,,Buckwell Street,,45,,,,,,18912360,S, ,2Q,33955171,0,1,7775
1587,PL1 2DA,PLYMOUTH,,,Buckwell Street,, ,Hawkings,Flat,,,,51353192,S, ,2T,35088421,0,1,7775
1588,PL1 2DA,PLYMOUTH,,,Buckwell Street,, ,,,,,College Of Art,54626488,S,Y,2X,39080770,3881458,1,7775
1589,PL1 2DA,PLYMOUTH,,,Buckwell Street,,14,,,,,,53835912,S, ,2U,40282403,0,1,7775
1590,PL1 2DA,PLYMOUTH,,,Buckwell Street,,16,,,,,Arterne Enriching The Next Generation C I C,53835913,S,Y,2W,40295096,4053754,1,7775
1591,PL1 2DF,PLYMOUTH,,,Buckwell Street,, ,Abbey Court,Flat 3,,,,18912378,S, ,2Z,26826518,0,1,7775
1592,PL1 2DF,PLYMOUTH,,,Buckwell Street,, ,Abbey Court,Flat 4,,,,18912382,S, ,3A,26826519,0,1,7775
1593,PL1 2DF,PLYMOUTH,,,Buckwell Street,, ,Abbey Court,Flat 5,,,,18912383,S, ,3B,26826520,0,1,7775
1594,PL1 2DF,PLYMOUTH,,,Buckwell Street,, ,Abbey Court,Flat 6,,,,18912384,S, ,3D,26826521,0,1,7775
1595,PL1 2DF,PLYMOUTH,,,Buckwell Street,, ,Abbey Court,Flat 7,,,,18912385,S, ,3E,26826522,0,1,7775
1596,PL1 2DF,PLYMOUTH,,,Buckwell Street,, ,Abbey Court,Flat 8,,,,18912386,S, ,3F,26826523,0,1,7775
1597,PL1 2DF,PLYMOUTH,,,Buckwell Street,, ,Abbey Court,Flat 9,,,,18912387,S, ,3G,26826524,0,1,7775
1598,PL1 2DF,PLYMOUTH,,,Buckwell Street,, ,Abbey Court,Flat 10,,,,18912370,S, ,3H,26826525,0,1,7775
1599,PL1 2DF,PLYMOUTH,,,Buckwell Street,, ,Abbey Court,Flat 11,,,,18912371,S, ,3J,26826526,0,1,7775
1600,PL1 2DF,PLYMOUTH,,,Buckwell Street,, ,Abbey Court,Flat 12,,,,18912372,S, ,3L,26826527,0,1,7775
1601,PL1 2DF,PLYMOUTH,,,Buckwell Street,, ,Abbey Court,Flat 26,,,,18912374,S, ,3N,26826528,0,1,7775
1602,PL1 2DF,PLYMOUTH,,,Buckwell Street,, ,Abbey Court,Flat 27,,,,18912375,S, ,3P,26826529,0,1,7775
1603,PL1 2DF,PLYMOUTH,,,Buckwell Street,, ,Abbey Court,Flat 28,,,,18912376,S, ,3Q,26826530,0,1,7775
1604,PL1 2DF,PLYMOUTH,,,Buckwell Street,, ,Abbey Court,Flat 29,,,,18912377,S, ,3R,26826531,0,1,7775
1605,PL1 2DF,PLYMOUTH,,,Buckwell Street,, ,Abbey Court,Flat 30,,,,18912379,S, ,3S,26826532,0,1,7775
1606,PL1 2DF,PLYMOUTH,,,Buckwell Street,, ,Abbey Court,Flat 31,,,,18912380,S, ,3T,26826533,0,1,7775
1607,PL1 2DF,PLYMOUTH,,,Buckwell Street,, ,Abbey Court,Flat 32,,,,18912381,S, ,3U,26826534,0,1,7775
1608,PL1 2DF,PLYMOUTH,,,Buckwell Street,, ,Abbey Court,Flat 1,,,,18912369,S, ,3Y,35419354,0,1,7775
1609,PL1 2DF,PLYMOUTH,,,Buckwell Street,, ,Abbey Court,Flat 2,,,,18912373,S, ,3Z,35419360,0,1,7775
1610,PL1 2DG,PLYMOUTH,,,Kinterbury Street,, ,Kinterbury House,,,,Plymouth City Centre Dental Practice Ltd,18912388,S,Y,1B,30410618,2370654,1,7775
1611,PL1 2DG,PLYMOUTH,,,Kinterbury Street,, ,Kinterbury House,,,,Rethink Mental Illness,28462494,S,Y,1D,30410618,2877925,1,7775
1612,PL1 2DG,PLYMOUTH,,,Kinterbury Street,,10,,Flat 1,,,,53127494,S, ,1F,37246165,0,1,7775
1613,PL1 2DG,PLYMOUTH,,,Kinterbury Street,,10,,Flat 2,,,,53127495,S, ,1G,37246166,0,1,7775
1614,PL1 2DG,PLYMOUTH,,,Kinterbury Street,,10,,Flat 3,,,,53127496,S, ,1H,37246167,0,1,7775
1615,PL1 2DG,PLYMOUTH,,,Kinterbury Street,,10,,Flat 4,,,,53127497,S, ,1J,37246168,0,1,7775
1616,PL1 2DG,PLYMOUTH,,,Kinterbury Street,,10,,Flat 5,,,,53127498,S, ,1L,37246169,0,1,7775
1617,PL1 2DG,PLYMOUTH,,,Kinterbury Street,,10,,Flat 6,,,,53127499,S, ,1N,37246170,0,1,7775
1618,PL1 2DG,PLYMOUTH,,,Kinterbury Street,,10,,Flat 7,,,,53127500,S, ,1P,37246171,0,1,7775
1619,PL1 2DG,PLYMOUTH,,,Kinterbury Street,,10,,Flat 8,,,,53127501,S, ,1Q,37246172,0,1,7775
1620,PL1 2DG,PLYMOUTH,,,Kinterbury Street,,10,,Flat 9,,,,53127502,S, ,1R,37246173,0,1,7775
1621,PL1 2DH,PLYMOUTH,,,Whimple Street,,7,,,,,The Ivory Lounge,18912395,S,Y,1B,28702440,1704741,1,7775
1622,PL1 2DH,PLYMOUTH,,,Whimple Street,,7,,,,,Devon & Cornwall Refugee Support,28456091,S,Y,1S,28702440,2876978,1,7775
1623,PL1 2DH,PLYMOUTH,,,Whimple Street,,11,,,,,Charles Stanley & Co Ltd,54981832,S,Y,4W,29747689,3948435,1,7775
1624,PL1 2DH,PLYMOUTH,,,Whimple Street,,11,,,,,Socialgram,54103072,S,Y,3T,29747689,4060573,1,7775
1625,PL1 2DH,PLYMOUTH,,,Whimple Street,,11,,,,,Ocean Mortgages Ltd,56621158,S,Y,5H,29747689,4170511,1,7775
1626,PL1 2DH,PLYMOUTH,,,Whimple Street,,10,,,,,Hairshop,51035377,S,Y,2H,30978979,3085041,1,7775
1627,PL1 2DH,PLYMOUTH,,,Whimple Street,, ,1-2 Elizabeth Court,,,,G H Q Training,18912394,S,Y,1P,32151051,2681062,1,7775
1628,PL1 2DH,PLYMOUTH,,,Whimple Street,, ,Fox House,,,,,18912398,S, ,2E,36717098,0,1,7775
1629,PL1 2DH,PLYMOUTH,,,Whimple Street,,7,,First Floor Flat,,,,53950683,S, ,3S,38264940,0,1,7775
1630,PL1 2DH,PLYMOUTH,,,Whimple Street,,7,,Flat 2,,,,54220005,S, ,3U,38594366,0,1,7775
1631,PL1 2DH,PLYMOUTH,,,Whimple Street,,7,,Flat 3,,,,54220006,S, ,3W,38594367,0,1,7775
1632,PL1 2DH,PLYMOUTH,,,Whimple Street,,5,,,,,,18912393,S, ,1G,38872873,0,1,7775
1633,PL1 2DH,PLYMOUTH,,,Whimple Street,,12,,,,,,54695637,S, ,4T,39162896,0,1,7775
1634,PL1 2DH,PLYMOUTH,,,Whimple Street,,3,Elizabeth Court,Flat 1,,,,28456090,S, ,4X,39814741,0,1,7775
1635,PL1 2DH,PLYMOUTH,,,Whimple Street,,3,Elizabeth Court,Flat 2,,,,55247068,S, ,4Y,39814743,0,1,7775
1636,PL1 2DH,PLYMOUTH,,,Whimple Street,,3,Elizabeth Court,Flat 3,,,,55247069,S, ,4Z,39814744,0,1,7775
1637,PL1 2DH,PLYMOUTH,,,Whimple Street,,3,Elizabeth Court,Flat 4,,,,55247070,S, ,5A,39814745,0,1,7775
1638,PL1 2DH,PLYMOUTH,,,Whimple Street,,3,Elizabeth Court,Flat 5,,,,55247071,S, ,5B,39814746,0,1,7775
1639,PL1 2DH,PLYMOUTH,,,Whimple Street,,3,Elizabeth Court,Flat 6,,,,55247128,S, ,5D,39814802,0,1,7775
1640,PL1 2DH,PLYMOUTH,,,Whimple Street,,3,Elizabeth Court,Flat 7,,,,55247129,S, ,5E,39814803,0,1,7775
1641,PL1 2DH,PLYMOUTH,,,Whimple Street,,3,Elizabeth Court,Flat 8,,,,55247130,S, ,5F,39814804,0,1,7775
1642,PL1 2DH,PLYMOUTH,,,Whimple Street,, ,9a,,,,Fox Studios,54560197,S,Y,3X,39988843,4014305,1,7775
1643,PL1 2DH,PLYMOUTH,,,Whimple Street,, ,08-Sep,,,,Fox Studios,18912390,S,Y,1D,40124085,4031439,1,7775
1644,PL1 2DH,PLYMOUTH,,,Whimple Street,, ,1-2 Elizabeth Court,Flat,,,,55541019,S, ,5G,40135649,0,1,7775
1645,PL1 2DP,PLYMOUTH,,,St. Andrew Street,, ,,,,,Plymouth Magistrates Court,18912399,L, ,1A,1592258,0,1,7775
1646,PL1 2EJ,PLYMOUTH,,,Princess Street Ope,,1,Midland House,,,,Youth Offending Service,18912410,S,Y,1L,40849077,2577961,1,7775
1647,PL1 2EJ,PLYMOUTH,,,Princess Street Ope,,1,Midland House,,,,Plymouth City Council,18912407,S,Y,1N,40849077,4111308,1,7775
1648,PL1 2EN,PLYMOUTH,,,Armada Way,, ,,,,,Christ The King Presbytery,18912411,S,Y,1A,28617000,1622996,1,7775
1649,PL1 2ER,PLYMOUTH,,,Armada Way,, ,The Law Courts,,,,Crown Court,18912412,L, ,1A,1592267,0,1,7775
1650,PL1 2EU,PLYMOUTH,,,Princess Street,,19,,,,,Kuku Sushi Bar & Robata,18912413,S,Y,1B,33349349,2862907,1,7775
1651,PL1 2EU,PLYMOUTH,,,Princess Street,,17,,,,,Morgans Brasserie,28355944,S,Y,1E,35062143,3133737,1,7775
1652,PL1 2EW,PLYMOUTH,,,Armada Way,, ,,,,,Plymouth City Council,18912414,L, ,1A,1592269,0,1,7775
1653,PL1 2EX,PLYMOUTH,,,Princess Street,,23,,,,,Ashfords LLP,18912416,S,Y,1H,30656283,2322551,1,7775
1654,PL1 2EX,PLYMOUTH,,,Princess Street,,23,,,,,Pearson Professional Centres,18912418,S,Y,1N,30656283,3003229,1,7775
1655,PL1 2EX,PLYMOUTH,,,Princess Street,,23,,,,,The Family Law Co,18912419,S,Y,1S,30656283,3371994,1,7775
1656,PL1 2EX,PLYMOUTH,,,Princess Street,,23,,,,,British Red Cross Society,53317695,S,Y,1T,30656283,3614038,1,7775
1657,PL1 2EX,PLYMOUTH,,,Princess Street,,23,,,,,G M B,53554994,S,Y,1U,30656283,3661103,1,7775
1658,PL1 2EX,PLYMOUTH,,,Princess Street,,23,,,,,Reed Education,18912415,S,Y,1X,30656283,4028079,1,7775
1659,PL1 2EX,PLYMOUTH,,,Princess Street,,23,,,,,Responsible Lending,18912421,S,Y,1Y,30656283,4200963,1,7775
1660,PL1 2EX,PLYMOUTH,,,Princess Street,,27,,,,,,18912422,S, ,1A,40282772,0,1,7775
1661,PL1 2HF,PLYMOUTH,,,Notte Street,,167,,,,,,18912424,S, ,1A,30729480,0,135,7775
1662,PL1 2HG,PLYMOUTH,,,Notte Street,, ,,,,,Plymouth Unitarian Church,18912425,S,Y,1A,28128375,1339494,1,7775
1663,PL1 2HJ,PLYMOUTH,,,Armada Way,, ,,,,,Crowne Plaza,18912426,L, ,1A,1592275,0,1,7775
1664,PL1 2HN,PLYMOUTH,,,Windsor Place,,13,,,,,,18912427,S, ,1A,11751895,0,1,7775
1665,PL1 2HN,PLYMOUTH,,,Windsor Place,,14,,,,,,18912428,S, ,1B,11751896,0,1,7775
1666,PL1 2HN,PLYMOUTH,,,Windsor Place,,15,,,,,,18912429,S, ,1D,11751897,0,3,7775
1667,PL1 2HN,PLYMOUTH,,,Windsor Place,, ,4c,,,,,18912432,S, ,1G,27241071,0,1,7775
1668,PL1 2HN,PLYMOUTH,,,Windsor Place,, ,4a,,,,,18912430,S, ,1H,27241072,0,1,7775
1669,PL1 2HN,PLYMOUTH,,,Windsor Place,, ,4b,,,,,18912431,S, ,1J,27398569,0,1,7775
1670,PL1 2HN,PLYMOUTH,,,Windsor Place,,10,,,,,,52672228,S, ,1L,36728608,0,1,7775
1671,PL1 2HN,PLYMOUTH,,,Windsor Place,,2,,,,,,56446859,S, ,1N,41138152,0,1,7775
1672,PL1 2HR,PLYMOUTH,,,Sussex Street,,11,,,,,Aaron Guest House,18912433,S,Y,1H,30910397,2384406,1,7775
1673,PL1 2HR,PLYMOUTH,,,Sussex Street,,12,,,,,,18912436,S, ,1G,39281671,0,1,7775
1674,PL1 2HR,PLYMOUTH,,,Sussex Street,,13,,,,,,57295455,S, ,1P,42049806,0,1,7775
1675,PL1 2HT,PLYMOUTH,,,Sussex Place,,10,,,,,,18912439,S, ,1B,11751901,0,1,7775
1676,PL1 2HT,PLYMOUTH,,,Sussex Place,,3,,,,,,18912443,S, ,1E,11751903,0,4,7775
1677,PL1 2HT,PLYMOUTH,,,Sussex Place,,4,,,,,,18912445,S, ,1F,11751904,0,4,7775
1678,PL1 2HT,PLYMOUTH,,,Sussex Place,,5,,,,,,18912447,S, ,1G,11751905,0,1,7775
1679,PL1 2HT,PLYMOUTH,,,Sussex Place,,6,,,,,,18912448,S, ,1H,11751906,0,1,7775
1680,PL1 2HT,PLYMOUTH,,,Sussex Place,,7,,,,,,18912449,S, ,1J,11751907,0,1,7775
1681,PL1 2HT,PLYMOUTH,,,Sussex Place,, ,8b,,,,,18912451,S, ,1L,11751908,0,1,7775
1682,PL1 2HT,PLYMOUTH,,,Sussex Place,, ,9b,,,,,18912453,S, ,1N,11751909,0,1,7775
1683,PL1 2HT,PLYMOUTH,,,Sussex Place,, ,1a,,,,,18912437,S, ,1P,18509983,0,1,7775
1684,PL1 2HT,PLYMOUTH,,,Sussex Place,, ,1b,,,,,18912438,S, ,1Q,18509984,0,1,7775
1685,PL1 2HT,PLYMOUTH,,,Sussex Place,, ,3a,,,,,18912444,S, ,1R,18509985,0,1,7775
1686,PL1 2HT,PLYMOUTH,,,Sussex Place,, ,4a,,,,,18912446,S, ,1S,18509986,0,1,7775
1687,PL1 2HT,PLYMOUTH,,,Sussex Place,, ,8a,,,,,18912452,S, ,1T,18509987,0,1,7775
1688,PL1 2HT,PLYMOUTH,,,Sussex Place,, ,9a,,,,,18912454,S, ,1U,18509988,0,1,7775
1689,PL1 2HT,PLYMOUTH,,,Sussex Place,,11,,,,,,18912440,S, ,1W,26152106,0,1,7775
1690,PL1 2HT,PLYMOUTH,,,Sussex Place,, ,2a,,,,,18912442,S, ,1X,26980061,0,1,7775
1691,PL1 2HT,PLYMOUTH,,,Sussex Place,,2,,,,,,18912441,S, ,1Z,30928525,0,2,7775
1692,PL1 2HT,PLYMOUTH,,,Sussex Place,, ,5a,,,,,53085186,S, ,2A,37194399,0,1,7775
1693,PL1 2HU,PLYMOUTH,,,Citadel Road,,163,,,,,,18912460,S, ,1D,11751912,0,1,7775
1694,PL1 2HU,PLYMOUTH,,,Citadel Road,,165,,,,,,18912462,S, ,1E,11751913,0,1,7775
1695,PL1 2HU,PLYMOUTH,,,Citadel Road,,169,,,,,,18912463,S, ,1G,11751915,0,1,7775
1696,PL1 2HU,PLYMOUTH,,,Citadel Road,,173,,,,,,18912465,S, ,1J,11751917,0,1,7775
1697,PL1 2HU,PLYMOUTH,,,Citadel Road,,179,,,,,,18912466,S, ,1P,11751920,0,1,7775
1698,PL1 2HU,PLYMOUTH,,,Citadel Road,,181,,,,,,18912467,S, ,1Q,11751921,0,1,7775
1699,PL1 2HU,PLYMOUTH,,,Citadel Road,,183,,,,,,18912468,S, ,1R,11751922,0,1,7775
1700,PL1 2HU,PLYMOUTH,,,Citadel Road,, ,169a,,,,,18912464,S, ,1S,26291287,0,1,7775
1701,PL1 2HU,PLYMOUTH,,,Citadel Road,, ,163a,,,,,18912461,S, ,1U,26291289,0,1,7775
